label	content	text2
1	when did Mount Etna last erupt?Need to know date of last eruption for Geog homework.  ThanksThe last significant eruption on Mount Etna occurred from October 2002 - January 2003. That eruption threw up a huge column of ash and dust, severely damaged a few homes on the side of the volcano, and caused some parts of the volcano to move by up to two meters.	
1	which alkene would react faster with HCL?in cyclo shape.not much information there. the only answer I can give you is that it depends on the size of the atoms attached to the carbons in the double bonds. The smaller the atoms attached the faster the addition reaction will take place.	
2	What medical condition cause small dark bruises on the upper thighs?I am a 43 year old man, I sometimes get unexplained bruises on my upper thighs near my groin. These bruise are usually about the size of a quater.see a doctor. unexplained bruising i have read somewhere is the sign of kiddney issues\n\nhttp://health.yahoo.com/ency/healthwise/aa65427/aa65436%20;_ylt=AhV41fG4.w2PX2jtPmk0NTbxurcF	
8	Its about a girl?How do you ask a girl tHAT YOU'VE KNOWN FOR MANY YEARS OUT? Whats the best way to ask her out?First thing I would do is tell her how you've been feeling and then grab her hand so she will feel safe and you seem believable and then in a calm voice look her in the eye and tell her it would be an honor if she would join you for dinner and a movie.	
4	"what is the best all in one machine that prints good quality pictures as well as scan,copy,& fax.? I have a HP Officejet 6210, which does all of those things well.  I doubt it is ""the best"" since it costs less than $300, but it works great for such a low price."	
6	Is there any place to buy jeans for a plus-size woman that are not stretch material? If so, where?Jeans for a 20 year old woman, if at all possible.Depends on where you live. In California, we have Avenue, Fashion Bug and Layne Bryant. Great stores. Look them up.	
9	What would be the best way to wipe out crime?I have my own theories. A cashless society, legalizing drugs, while maintaining the DUI & other related statutes etcetera. Both these things would, in my humble opinion, seriously impact on crime stats in the U.S. and other countries.\n What do you think?Nothing can wipe out the crime, as long as you dont get people in order!	
8	who would you prefer to date a model or an artist? as much as i dislike liberals, i would date an artist.  an artist has a good mind and creative abilities.  they have an inner talent.\n\na model, well...they look good.  i don't think many are very smart because they've used their looks to get away with many things.\n\nnow, if it was an artist that did modeling on the side, i'd be in like flynn.	
0	what is energy maipulation?energy healing , energyit's when a person uses their own energy, and some of the ambient energy around them, focuses it through their own body, and applies it with healing intent upon the target.\n\nyou should go find a book on pressure points and shiatsu massage.  i'm sure you'll find it most enlightening!  :)	
5	where can I find the TV listings for FOX SPORT NET? tv guide is a good place for tv listings for any channel.  You just have to pick your provider and type in your area code to get the listings for your area.	
3	To everyone....can  help me make a short poem about waves in physics?I really need it.plssss. thank you? well the best way to begin this poem is to write a few lines down, then split the lines to equal syllables and then try to rhyme the end syllable.\n\nThe easiest way to get rhyming words is using the web link that follows:	
5	Are deer color-blind? As far as I understand, deer are colorblind.  This is why hunter's\ncamoflage is red and black - it has the same values of dark and light as\nmilitary forest camoflage, so colorblind animals have a hard time seeing\nit.  Most people, at least those who are not red-green colorblind, can\neasily pick out the red color among the forest greens and browns.  So as\nlong as hunters only shoot at what they see, it reduces the chance of being\nin the line of fire.	
3	How are pearls used?I'm doing a research project, but I can't seem to find any information on this topic. Could you help me?In jewelry such as earrings, necklaces, bracelets, and rings. In artwork. To embellish clothing. There are even pearl buttons for sweaters and blouses.	
9	"is a police offices training and commission date public info. ? Depending on your state's Freedom of Information Act, it most likely is public information.  If you specify the state, or do a quick search for ""freedom of information act"" and your state, you should be able to find out how to request that information.  Without a state, though, I can't help you any more than that."	
2	why do u miss ur monthly some times if u not haveing a baby? Missing a period can either be because of a hormonal imbalance, stress, or infection.  It would be best to see your doctor to see what the problem may be.	
0	I just began dating this guys for a month,  how much should I spend for our *first* Christmas-kwanza-hukah? i can relate--i was recently in the same boat.  i bought mine a cool ornament--he loved it! (i got the 'thumbs up' from my guy friends before purchasing it.) \n\nwhatever gift you give, make sure it's fun, not expensive, not serious (no engraved ornaments with yours and his name)... would recommend running whatever you're thinking of buying by some guy friends. (or even us real folks at Yahoo! Answers :-)	
0	why do some white woman have kids by black guys so they can have mixed babies ? Do they?!? Sounds extreme.\n\nSome people think that mixed race offspring are attractive to more races because they have features of both.\n\nOr perhaps they were just after a phsical relationship which resulted in children...	
4	web hosting?web hosting and domain name \nwww.yourname.com izzit possible to host on ur own computerYes, you can host off your computer, but only if you are running a Windows XP Professional or a server-based OS. However, you will still need to register the doman name if you want your own .com	
4	What is the best sound recording program for the Treo 650? Do you mean actually record from the Treo or get recorded sounds or media onto the treo?\n\nTo record on the treo itself, here are at least two programs that do it:\nSoundRec 1.051\nmVoice v1.5\n\nGo to www.treocentral.com and search on 'record sound'	
2	what  are  the  chances of getting HIV  if  one  uses  double  condoms? Far greater than if you only used one condom. Using 2 condoms causes friction and they will BOTH break. I think you should be a bit more educated and talk to your partner more before taking this step. I hope this helps! :)	
6	I want to do some home remodeling, are there any grants available to assist me?Structural improvements needed!no offense but its been 3 months already... And I guess you should start picking the best answer or call a vote and we get it from there...	
1	"Anyone know how to move things with your mind or any stories you might have heard on have to achieve this? You may never achieve telepathy, but maybe the next best thing will do.  Do a search on ""mind switch"".\n\n\nGood luck."	
9	"Why has the economic debate became important? ""Economics is a social science that studies the production, distribution, trade and consumption of goods and services.""\n\nPeople are different and do things differently. People also engage in debates be it economical, religious or scientific because we all believe what we know ""is right"" and the other person ""is wrong"".\n\nAny subject that's attached deeply to our culture, be it politics, religion or economics will usually have huge debates surrounding it.\n\nHope this helps :)"	
4	"how can i find the associated switches with an exe file.? Search the web. (""command line switches"")\n\nSearch in application help.\n\nOften /? -? /h -h /help -help and --help will tell you\n(but sometimes the .exe just runs in default mode;\nyou are warned)"	
6	what is toxic mold and how do you cure the syndrome once exposed to it.?i have been through entirely too many hurricanes and my doctors do not seem to know what to do with me.  i have some really strange symptoms.  help!  i lost my job and my sanity because of it.Toxic mold is mold that is in such large qauntities it toxic.You need to get rid of toxic mold to get rid of the sympotms. Heres your toxic answer to the mold toxic mold qeustions.\n\nhttp://en.wikipedia.org/wiki/Toxic_mold#Symptoms	
9	Where do you find work with a lot of experience,  47 years old & from another state? R the odds against me? Your attitude and persistance will define your opportunity for success.  Suggest you start by going to local business conferences, networking events and start meeting people and handing out your resume.  Get out there and mingle!  Also, look on Yahoo! hotjobs - tons of jobs there.  \nhttp://hotjobs.yahoo.com/	
2	When you have a colonoscopy do they give you any medicine for pain or anxiety? Yes, you will be given something along the lines of Versed (sp). You will be awake, but you won't care, and you won't remember much. It's called conscious sedation.	
7	where can i find information on Yolanda Young and Kanye West?i need to know where they where born the all their information for a project at schoolSeems that this question has  expired. If the above answer does not help you out in any way. Here are some links to help you out.\n\nEntertainment Tonight http://rds.yahoo.com/_ylt=a0lasve76yje8i...\nEntertainment Weekly http://rds.yahoo.com/_ylt=a0lasve76yje8i...\nExtra http://rds.yahoo.com/_ylt=a0lasve76yje8i...\nStarPulse.com http://rds.yahoo.com/_ylt=a0lasve76yje8i...\nNetscape: Celebrity http://rds.yahoo.com/_ylt=a0lasve76yje8i...\nDead celebrities http://rds.yahoo.com/_ylt=a0lasv6d.cje0m...\n\nThese sites should help you out, If that don't work try looking for similar questions with the advanced search on answers main page. (left side, below the big squares)\n*Good Luck*	
9	i want to get the court news like for people that have had dwi and such? We can't answer that without knowing which city. The best place to ask is that city's public library. To find the library's website, go to the site linked below.	
0	What do women want for valentines day? Something MEANINGFUL.  If you are giving flowers, for example, give her a quantity that MEANS something to both of you... the number of months you've been together (or days or hours... if it has been a rather short relation).  It is not the thing you give, is the fact that you were thinking on something special while you picked up the gift.	
2	Is 4 inches a good penis size? It's not the size that is so important but how you use it. When reading a medical book it will tell you the average male is 4 to 8 inches long. So, 4 inches would be considered normal. For a woman penetration is not always the most important thing. External clitoral stimulation is just as important if not more so. Practice makes perfect!	
1	what will happen when all the stars burn out ? Remember that the amount of mass and energy in the universe is constant. The mass would eventually condense into a cosmic phenomenon known as the Big Crunch (the exact opposite of the Big Bang). That is what modern physics says, anyway. If you don't believe in that stuff you don't have to.	
0	If your friend was an atheist, would you try to convert them to your religion? No, everyone makes their choices in life. I am not the one who should be judging them, they are the ones that must judge themselves and what they believe is right in their lives. If we would all just except that, then I think alot of people would be happier.	
7	A World Famous Riddle?There are four girls, and four apples in a basket. Every girl takes an apple, yet one apple\nremains in the basket? How is this possible?One girl took the basket where she took the last apple while it was in the basket.	
3	"Why are so many Nursery Rhymes so scary when you listen to what you are actually saying?If you can think of one please post it for others, lets see how scary they are...when you are a little kid...3 Men in a Tub, butcher, baker, candlestick maker.  Guess nobody thought, ""Why would 3 grown professional men be bathing together?  Ick.""\n\nLittle Miss Muffit - a story of arachnophobia"	
8	"girls fight over me all the time,and i always end up with the ugly 1's?how do end up with the babes??please help me,iv had enough mutt to last a life time....and i dont have any beer gogglesTry looking at the ""inside"" of a person for once and not their looks."	
8	How do u tell a guy that u dont like him?but without hurting his feelingsBegin with praise and honest appreciation. THen be frank and tell him the truth. Then let him save his face. Give him a fine reputation to live up to.	
1	Are there any sudoku puzzle competition with prizes?Is there any Sudoku Puzzle competition with prizes ( including some Money)Yeah, most definately. Here in the UK every newspaper has a sudoku, and some are prize ones. Prizes range in some you give champagne (if you are picked out) and for really hard ones you can get mobile phones, palm tops etc.\n\nYou could always enter the grandmaster competitions if you are after prizes for your sudoku skills.	
9	Do you think Geo W. Bush should be impeached?Additional info:\nhttp://www.msnbc.msn.com/id/10562904/Dubya can and should be impeached.  He has participated in more immoral acts than Clinton ever imagined doing.  \n\nThe only problem is then we would be stuck with *Expletive Deleted* Cheney.	
6	AHLAVAT one of the cast in INDIA, who are they, even tell there origin?they belongs to jats, i am not sure. \ngive ur view soon...Ahlawat is a clan or gotra of Jats found in Rajasthan, Haryana, Delhi and Uttar Pradesh in India. It is drived from Illa-Vrta . Illa-Vrta was a province in Jambudvipa, which was situated in Mongolia. Presently it is known as Altai that is degenerated form of Illa-Vrta. Illa-Vrta varsa (Meruvarsa) is the mountainous region around the central point of Meru. It probably includes Pamirs, Badakshan, parts of Kashmir, North-West Frontier region and north-east Afghanistan etc.	
2	Average weight for height?Can someone give me like a chart or something or just say it, but what is the average weight for girls mabye between 11 to 18?the lady that answered that question is kidding right!? It can vary a great deal depending on size, height and body type. Like probably from 90 lbs to 160.	
6	FOR LADIES ONLY : what kind of guys do you go for latino , black , white ,.... and why? Ladies go for men who are kind, faithful, and have a great sense of humor.  Confidence is a big turn on too.  Other than that I don't think latino, black, or white etc..have anything to do with it. : )	
5	Am I the only person who realizes that  PEYTON  MANNING hasn't WON  a big game since highschool and won't? OUch. I had not realized that. But he does have a habit of collapsing under pressure. A rushed pass hear, an interception there.	
4	"not to computer savvy. How can istop getting hundreds of bulk without changing my email? i'm figuring that you have a yahoo.com email address so here is what you can do--\n1-click on the ""bulk"" folder\n2- CLick ""edit settings""\n3- under the heading ""spam filter"" fill the little circle next to where it says "" Immediately delete these messages upon receipt.""\n\nnow you will still get bulk but you just won't see it"	
2	do you run when you are sick? I prefer to cut back to walking or mild hiking. When sick I feel it is better not to exhaust the body while it is trying to recuperate and fight off the cold or sickness.	
9	Is anyone asking questions in this forum registered to vote or even of voting age?Better question: are any of you idiots answering registered to vote, of age or even legally competent?I am. And I congratulate you for being the only other registered member of Yahoo Answers who can not only spell, but has a solid grasp of English grammar.	
3	Hi,I am looking for Solution manuals of Incomprssible Flow book which has written by L.Panton (in PDF format)?I have looked for that in many search engine and found it has a PDF link In some Site but I couldn't download it until now.i have no idea!	
7	"what is a major chord? Hey, just bringing this old question up for a vote. \n\nIf you have not found the answer you are looking for, please, feel free to use one of the following links from my personal collection:\n\nhttp://www.findlaw.com\nhttp://www.webmd.com/diseases_and_conditions/symptom_checker.htm\nhttp://www.dogpile.com\nhttp://www.itools.com/\nhttp://en.wikipedia.org/wiki/Main_Page\nhttp://www.dictionary.com\nhttp://www.thefreedictionary.com/\nhttp://www.medterms.com/script/main/hp.asp\nhttp://www.alexa.com\nhttp://www.searchtools.com/tools/tools.html\nhttp://www.infopeople.org/search/chart.html\nhttp://www.brbpub.com/pubrecsites.asp\nhttp://www.searchsystems.net/\nhttp://library.albany.edu/internet/choose.html\nhttp://www.archive.org/\nhttp://www.publicnoticeads.com/\nhttp://www.samspade.org\nhttp://www.free-ed.net/free-ed/ \nhttp://www.hplearningcenter.com \nhttp://www.petfinder.com/\n\nMy post is simply to encourage you to pick a ""Best Answer"" or to assist you in finding the answer. \n\nThank you!"	
4	Wikipedia or google?Which is betterHammer or screwdriver?\n\nDepends.\n\nThey serve different functions. Wikipedia is for when you quickly need a fact, but it won't tell you what Time Warner Cable's website is. Likewise Wikipedia won't let you search for recipes.\n\nThey are both tools. Use the right one for the job.	
2	"information on stawberry nose. very porous appearance.? Could be caused by Rosacea. This is a quote from the National Institute of Arthritis Musculoskeletal and Skin Deseases website listed below.\n\n""A condition called rhinophyma also may develop in some men; it is rare in women. Rhinophyma is characterized by an enlarged, bulbous, and red nose resulting from enlargement of the sebaceous (oil-producing) glands beneath the surface of the skin on the nose. People who have rosacea also may develop a thickening of the skin on the forehead, chin, cheeks, or other areas."""	
4	Upgraded to xp pro from Me now I have no sound and it tells me everything is working properly can someone help Completely uninstall your sound card and reinstall it with the latest drivers from the manufacturer.  If you have onboard audio just remove it from the device manager and restart your computer so it redetects it.  Otherwise it is possible that your sound card could have gone bad in the process of upgrading.  It would be just a case of bad timing on its part.	
5	What is the best speed/distance running watch? Is GPS or footpod technology more accurate? I have a Garmin Forerunner 201 and love it.  The good thing about GPS vs a footpod, is that you don't have to calibrate it.  However, if there are a lot of trees or other interference, the GPS signal doesn't come thru all the time.  The 205 and 305 are supposed to have stronger reception.	
4	How do i hook up my camcorder to desk top computer? There are several ways to do this.  Probably the easiest is to pick a camcorder that has a USB port and connect it directly to the computer with a USB cable.  If this isn't an option you can use firewire or a framegrabber.\n\nPlease see the link below for additional information :-)	
9	"US Military Budget? With that amount of money, you can solve the problem of hunger and large amount of disease in the whole world. But, you are Americans... You don't see any further than your own nose, but go around ""making peace"" in other countries!\n1000000000000000$ will not help you with those Rusia rockets!"	
9	Can eVoting ever work?Will electronic voting ever be both safe enough and trusted to work?I suppose some day.  Right now-no.  It will probably be at least another five years before they talk about.  I hope they don't because I enjoy the priveledge to go to vote.  The action itself gives me great pride to live in the US	
1	How can it RAIN when the temperature is 26 degrees F (which is happening right now here in SE Idaho)? One of two things. The atmosheric temperature is much warmer than the ground air temperature and thus the precipitation doesn't have time to crystalize and freeze. Or your thermometer is broken.	
5	Is Serena Williams capable of winning another Grand Slam in 2006? Both of the Williams sisters would be number 1 and 2 if they focused more on tennis.  They are amazing when they try their hardest, but don't expect much from them.  They want to focus more on their acting careers.	
2	Im going to MEXICO in MARCH!  HELP, my body's not bathing suite ready! Anyone have any advice or tips? That's pretty soon, and it's hard to make any noticeable type of difference before then.  One thing that seems to make me feel a little more comfortable when I go on vacation, is to get a tan.  You can do the spray tan thing, and get a little color, which naturally makes you look a little skinnier.	
3	"Why does the Navy refer to the bathroom as the ""head""? The ""head"" aboard a Navy ship is the bathroom. The term comes from the days of sailing ships when the place for the crew to relieve themselves was all the way forward on either side of the bowsprit, the integral part of the hull to which the figurehead was fastened."	
2	what makes people eye twich? Eyelid Twitch.\n\nThe cause of minor eyelid twitching is unknown. A slight spasm of the lower eyelid or even both eyelids is common and of no concern. \n\nMinor eyelid twitches require no treatment as they usually resolve spontaneously. Reducing stress, using warm soaks, or correction of any refractive error may help. Some ophthalmologists recommend reducing caffeine usage.	
3	what are the 10 largest us cities? 1. New York, New York - 8,104,079\n2. Los Angeles, California - 3,845,541\n3. Chicago, Illinois - 2,862,244\n4. Houston, Texas - 2,012,626\n5. Philadelphia, Pennsylvania - 1,470,151\n6. Phoenix, Arizona - 1,418,041\n7. San Diego, California - 1,263,756\n8. San Antonio, Texas - 1,236,249\n9. Dallas, Texas - 1,210,393\n10. San Jose, California - 904,522	
0	"Is Cyber Sex real? No.  there is no penetration and you neither see nor touch the person you're ""cybering"" with.  It takes place in your mind, whereas actual sex involves the meeting of (at least) two minds and bodies."	
3	How do you spell the name Delia? You spelt it right - as in the female chef in the UK who has written numerous cookery books!  But it depends, some women are called Dahlia, as in the flower!  Or Delilah as in Samson and Delilah!	
2	is there any cure for a aptient who is 36 yrs, who is suffering from twin renal failure, who is on dialysis?for the last one year and who is unable to sustain the dialysis and transplant costs any longer?I'm pretty sure the only options are dialysis or transplant.	
7	What has four legs in the morning, two legs in the evening, and three legs in the night? Man, and BTY, the question is, What walks on 4 legs, then on 2, then on 3. That is the riddle of the Sphynx.	
7	what is the phone number for WQUI 95.9 in Detroit? I think you may have something confused in your question.  Washtenaw Community College has station 95.9 in Ann Arbor, MI, but it's called WCC Orchard, and is primarily an Internet radio station.  That phone number is 734-973-3500.\n\nOr, the Top 40 station WKQI has station 95.5, and its request line is 313-298-9595.	
1	why the sky is blue? The blue color of the sky is due to Rayleigh scattering. As light moves through the atmosphere, most of the longer wavelengths pass straight through. Little of the red, orange and yellow light is affected by the air.\n\nHowever, much of the shorter wavelength light is absorbed by the gas molecules. The absorbed blue light is then radiated in different directions. It gets scattered all around the sky. Whichever direction you look, some of this scattered blue light reaches you. Since you see the blue light from everywhere overhead, the sky looks blue.	
9	how can u describe a democratic government? A true democracy never has existed and never will.  A true democracy implies that everyone has a vote on everything.  Now when teacher says that ancient Greece was a democracy that isn't the truth, because women, children, slaves, and convicts were prohibited from voting.  Even in the Greece example they had a council to handle the day to day ruling of the city-state.\n\nA true democracy would never have a ruling council.\n\nBy the way the US is  a Federal Republic	
8	What is a good way to break up with a girl? talking to her, explaining things, why everything is wrong now, and well wish her the best, and NEVER use the phrase * Its not you, its me* because we really do hate that. Be compleatly honest with your feelings.	
6	"when u get married do have to have the mans first name? In the United States,Canada and many parts of Europe the woman traditionallly takes the man's last name. Sally Smith marries Don Brown and changes her name (legal paperwork is involved) to Sally Brown. However Sally can decide to keep her last name.\n\nIn many Latino traditions there are differences,for example the woman may not take her husband's family name or may keep her last name and add ""de"" and her husband's family name. See the link below for more detailed information.\nhttp://spanish.about.com/cs/culture/a/surnames.htm"	
0	Can someone do me a love reading please????Hello can someone do a love reading my name is : STEPHANIE WATKONSON, D.O.B.: 13.04.86 (DD/MM/YY)I can definitely sense that you will be finding your true love very soon.  That person may already be in your life.	
6	Is it better to work for yourself or for someone else? For me its for yourself, however it requires lots of disipline and hard work.\n\nSometimes it would be easier to work for someone and draw some of the perks, health care etc.\n\nIts also nice to surround yourself with other good talented people.	
5	How many players are their on a hockey team? On the ice or suited up to play?  On the ice, there are three forwards, two defensemen and a goalie.  Which would be six.  Suited up to play, is 20.  2 goalies, 12 forwards and six defenseman...usually	
4	how can i broadcast tv shows over LAN so tht other ppl can watch?i hv tv tuner card installed on my pc.?other ppl r connected thru same local area network.Maybe you can feed the output of the TV Tuner card into an Encoder and then stream it out on the LAN using VLC player\n\nIn fact, I guess VLC can also do the encoding for you	
8	How can you tell if your significant other is cheating on you?We've been together for a year and a half now. I am happy and i think he is too.\nI think he has been with someone else, but im not so sure.He's cheating on you if you've noticed him acting strange or suspect around you, arguing for no reason at all, stopped spending as much time with you as he use to, or when he is always busy doing something that he's never done before this problem occured.	
7	Who is your fav. actor/actress and why? Susan Sarandon - She is a Jersey Girl and she is not afraid to speak her mind or her beliefs in public even when she and her common law husband were banned from the Oscars one yr.\n\nRobert De Niro - A True Blue New Yorker never has turned his back on his community and Does not play by Hollywood Rules or Standards.	
6	"what might my collection be worth?i have 10 peice solid pewter collection titled AMERICAN HISTORY ""in her people"" 1776-1976 by franklin mint collected in the early 1970's and took three years to aquirer would like to know what this collection might be valued at thanks for any answers""WebMaven"" has very good suggestions.  You might also look them up in Antique magazines, as they usually have various examples there, as well as Q and A pages."	
1	all india cbse board exam datesheet of 12th 2006? It has yet not been announced.\n\nKeep visiting\nhttp://www.cbse.nic.in\n\nYou might not be knowing , so I am telling you that you can choose this answer as the best answer if you are satisfied w/ the answer\nChooose mine\n\n\n\nGood luck	
1	who can explain the physics of rocket propulsion to me? you are talking about Newton's law of motion #3. It says for every action there is an equal and opposite reaction.\nIf you shoot a rifle you feel the kick, right? The rifle pushes the bullet and the bullet pushes the rifle(back into your arm).\nWith a rocket: the rocket pushes the gas exhaust out the rear and the gas exhaust pushes the rocket forward. Because the gas is lighter is goes faster but the net result is the rocket goes forward.	
0	who can tell me what do u do when u r whith you boyfriend? :}\nIf you are with him, It's because he was atracted to you the way you are.\nbe yourself.\n\nIf you are new to dating discuss it with your parents or a christian adult you trust from your church.	
1	How does the tempreture of the air affect theamount of humidity that you feel? The warmer the air the more moisture it can hold, so there is an increase in the humidity. When you chill air, the moisture is released, making rain. When it gets warm the water evaporates as it is held by the air.	
0	What is the estimated percentage of people who are gay in the world? What about the US?I know there's the 1/10 answer, but I've heard that's been shown incorrect currently... Oh, and if anyone has an answer, if you could also tell me where you learned this, so I can verify, that would be wonderful!“1.51% of the total U.S. population identifies themselves as gay, lesbian or bisexual, or 4.3 total million Americans. These numbers are based on figures provided by a broad-based coalition of gay rights organizations and homosexual advocacy groups.” \nSee references below:	
1	i am having a problem searching for free zoomable sattelite photos of az i want to see hiking trails how wherei am getting frustraded trying to find the right site i am having a hard time with the searchwords helpTry: http://flashearth.com/	
4	where can i get a free website without any ads?  I'm looking for max storage to post a lot of pictures.?where can i get a free website without any ads?  I'm looking for max storage to post a lot of pictures.You can't get something for nothing.  Either put up with the ads, or buy hosting.  I would recommend you buy hosting - its not expensive, and provides much better features than free hosts.	
1	"What is meant by redundant gene?If there are more than one, what determines which one is expressed?From what I understand, it is the ""function"" of the genes that is redundant. I believe that it is the redundancy that has helped us understand the evolution of mankind."	
3	"what is the template for APA style? APA style officially refers to ""The Publication Manual of the the American Psychological Association"" This is a 400 page book in its 5th edition (ISBN 1-55798-791-2) I would buy it because there are so many compliated rules about this style you really need the guide. There is a couple of really quick ref guides on the internet if you Yahoo search ""APA"" or ""APA Template"" one good one is from Wikipedia. See Ref Below \nOrgSoc9"	
5	Who's better, Drew Brees or Matt Hasselback? Drew Brees, once this guy gets a pro bowl WR..you all will be biting those words...if he's(matt) so good why doesnt he have a probowl WR...trent dilfer won a super bowl but that doesnt make him better than brett farve that year does it..remember theres a super bowl curse..one of the teams doesnt even make it to the playoffs next year...and which team you think that is....hint..  its not the Steelers	
7	Where can I find really cheap rock CDs that I don't need a credit card to buy them? Check your yellow pages for stores that sell used cd.  Sometimes you can bring in cds that you don't listen to anymore and trade them in for others.  But, cash is accepted everywhere.	
9	what do u think of condoleezza rice running to be next american president? While Dr. Rice is very articulate and seems well-versed on many important issues, the fact that she has never held an elected office will be held against her. President of the United States should not be the first office that someone seeks.	
8	How can a fun, attractive single gal get a Valentines Date this year? peacheswrites@yahoo.com? go to your local bar by yourself, get a drink and start cryn about how you got dumped last valentines day and im sure someone will come to your aid	
8	What is fourth base? I'd stay in the batting cage for awhile and practice on getting to second base. Mabey by then you'll figure out what third base is because right now fourth base(homerun) is way out of your league.------------And if you take Chads route even more so!!	
0	How can we eradicate racism? I recommend that you read Alice Walker's The Right To Life:  What can the white man say to the black woman'.  You may know alice walker from the colour purple book.  Anyway, althugh the article was written in 1989 and concerns a then current policy issue relating to abortions in america, the article is without doubt one of the best antidotes for racism that i have ever read.\n\nYou can read it at the source below.	
6	A question for anyone with good advice!?I have a friend who has cut before and has seriously considered commiting suicide. She quit cutting for a while but then she'll start it back up again. I really care 4 my friend. How can I help her?It may be hard but talk with her and tell her there are many people who care for her. Then when you've got her calmed down strongly reccomend proffesional help and say if she doesnt like it she can stop right away and tell her its the only way to get her life on track.	
1	"What is  real magnetic pole and what if we assume the north magnetic pole and north geographical pole the same The ""real"" magnetic north pole is the focus of the planet's magnetic field and is the point that traditional magnetic compasses point toward. You can't assume that the magnetic and geographic poles are the same point because...they're not!  The magnetic pole is located hundreds of miles south of the geographic North Pole  at approximately 82.7° North and 114.4° West (2005), and the exact location varies from moment to moment."	
6	was the ss poseidon given warning about the tidal wave to come? if so by whom? They were given warning, but it certainly wasn't in enough time for them to save the ship. If I recall the movie correctly, it was merely a matter of minutes between the time the ship's captain was made aware of the tidal wave and when it actually arrived.	
8	Can I Live With You?I live in Jackson MI, looking for a job looking for a place to live looking for a BRAND NEW LIFE.  WHOS IT GOING TO..  GOING ONCE GOING TWICE....good luck dude keep trying  check rent.com	
8	Should I stay with my girlfriend in High School or should I go to College? Get your education, if it's meant to be then it's meant to be, but don't put your education at risk,\n     Knowledge is a survival skill.	
9	Is it wrong for Iraqis to fight back against the USA?Most of the people fighting against us are Iraqis defending their country from an invasion. \n\nIs it okay to fightback against foreign invaders?\n\nOr, is it wrong to fight back because the USA had good intentions when they invaded?i dont think it is wrong for iraqis to fight back against USA.\nAfter all it is thier country and USA doesnt hav any right to interfere with domestic problems of any country	
3	How to become a smart student? i hate to read books, hate to study, and hate to exam!! help me!!? Unfortunately, you can't become a smart student without doing those things.  You can use workarounds like Cliff's Notes for some things, but in the end you are going to have either discipline yourself to do the required hard work or you will not attain your goal.	
8	Is it wrong to seduce a good friend?We fooled around the other night and then both agreed that it shouldn't happen again but now all I can think about is being with him. I don't want a relationship I just want to sleep with him. Is that so wrong?that is wrong because i think that in seducing someone and having sex can make someone think you like them then they will begin to like you and you dont want to break a good friends heart now do you?	
7	i am a sagitarius born on dec 8 what is the good and bad of my sunsign?i am a sagitarius born on dec 8 what is the good and bad of my sunsign  plz tell me clearly about everything and what i need to improve .....sagittarius's + and -\n\npositive traits: straightforward, philosophical, freedom-loving, broadminded, athletic, generous, just, religious, optimistic, scholarly, enthusiatstic, jovial, good-humored\nhonest and ambitous.\n\nnegative traits:\nrestless, boisterous, blindly optimistic, careless, irresponsible, superficial, argumentative, exaggerative, talkative, procrastinating, self-indulgent, blunt, impatient, prone to gamble, pushy and hot-headed.	
3	Who was the first person to be convicted of slavery in the 20th century?I know Sante Kimes was the second but I want to know who the first person was.The first person arrested under the Fugitive Slave Act of 1850 was James Hamlet, who was seized in New York.	
7	What is the best HDTV for $2000 for use with the xbox 360?What is the biggest / best TV that i can buy for under $2000? I'm thinking DLP is the way to go right now.\n\nIt's main use is the xbox 360. Thank YouThe SAMSUNG DLP is the way to go.   DLP will not 'burn in' images...this is a major problem that Plasma tv's have...even though they claim to have a new 'rotating' something-or-other in their plasma.  Direct view (CRT) will burn in images if you leave the same thing on all the time.	
1	"What is 'reality'? A very deep question. Science is a method for trying to probe reality, and at least come up with some models of reality so we can maybe make some predictions. \n\nThe simplest answer is, no one really knows. But it is also probably true that it is probably different than we know, and as J. B. S. Haldane says (paraphrased slightly) ""the universe is not only stranger than we know, but stranger than we CAN know""."	
9	how dose a bill become a law?what is the process-it has to be approved by al three branches of government, The judicial branch decides if the law is constitutional, and the executive and legislative branch decide on it.\n\nThe legislative branch is first to judge it and if the majority of Congress approves it it goes on to the pesident, which can approve ot veto it. If the president does veto it, it can still be passed IF two-thirds of Congress approves it	
2	Any advice on how to get an aging parent to agree to take medication to alleviate some of their unhappiness? Ask them why. If they are unhappy try to find out the reason/s and maybe the two of you can work together on it. Doctors love to push drugs but they are not always the answer.	
4	"Why has Windows XP started to show folders in reverse alphabetical order by default? I could not tell you what caused this, but I may have a quick and easy fix for it.\n\n* Open a regular folder (anything on your ""C:"" drive) and click on ""Tools"" up top on the menu bar.\n\n* Select ""Folder Options"" (this will open a new window).\n\n* Click on the ""View"" tab.\n\n* Click on the ""Reset All Folders"" button (near the top).\n\n* Click on the ""Apply to All Folders"" button (near the top again).\n\n* Click on ""OK"" (near the bottom)."	
0	what was the most difficult thing when coming to college? The worst for me was the way things were done.  College isn't high school and isn't done the same way.  It is a lot harder and takes some getting used to.  Also, you some times end up with assignments that are totally against what you believe and you have to do them or not pass.  In high school that isn't done.	
