label	text1	text2
1	i first seen this movie in the early 80s and we used to have it on betamax . as we all know , betamax went the way of the 8-trak tape , sigh , it really had nice picture quality too . anyways , i 'm glad i found this movie again , i 've been searching for it for more than 10 years ! this movie falls into the category of movies like airplane : continuous jokes , oneliners , funny actions ( bodylanguage ) . mark blankfield is absolutely hilarious . his transformation from the shy dr. daniel	
0	"the other is a supposed "" horror "" movie made during the 1970s . it is not to be confused with the similarly titled the others , which starred nicole kidman.<br /><br />the plot is as follows - a woman with strange supernatural powers teaches her twin grandsons something referred to simply as "" the game "" . one of these twin boys - niles - is supposed to be "" good "" . the other one - holland - is supposed to be evil.<br /><br />the idea sounds interesting enough as an abstract concept and the movie was adapted"	
0	"boring , ridicules and stupid "" submerged "" is a waste of time . the shootouts were a joke , real people do not just stand out in the open with out any cover , hoping to get shot first ! so many things wrong or bad , not worth the effort to list , except one major flaw . at 500 mph for 20 minutes = about 166 miles west of l.a. and the water is 100 ft deep ? ? ? even at that , none of the people would have survived the decompression from being subjected to"	
1	i liked this movie . i was n't really sure what it was about before i started watching it , but enjoyed it nonetheless . it was about a girl ( meredith monroe ) whose mom did n't want her to turn out like she did . she meets and falls in love with a boy ( riley smith ) who is town for a charity football game . it 's a good movie . i just hope it will be on again or comes out on video .	
0	once in a while i like a good horror movie , so i thought this would be a splatter and gore movie . but it was a boring boring movie , maybe because i have seen a cut version , because there where only two things that where a little splatter , one time where some ones cuts someone arm of and where some one shots an arm of , but that where the only things . wismaster for example had more cool senes then evil ed , its more a boring ed than a evil ed . and some	
0	"yah . i know . it has the name "" sinatra "" in the title , so how bad can it be ? well , it 's bad , trust me ! i rented this thinking it was some movie i missed in the theaters . it 's not . it 's some garbage "" movie "" made by the folks at showtime ( cable station ) . geez , these cable stations make a few bucks they think they can make whatever garbage movies they want ! it 's not good . i am as big a sinatra fan"	
0	"unbelievable . "" philosophy "" . "" depth "" . "" genius "" . "" masterpiece "" . people must have seen another "" oldboy "" because the one i 've seen was a badly written , poorly conceived , over - the - top - acted , sordid piece of "" kraapola "" which , even ignoring for a moment the ludicrously violent scenes which makes it unsuitable for the eyes of a child , could barely satisfy the imagination and the thirst for plot consistency of a seven years old.<br /><br />the "" depth "" of this sorry"	
0	i knew full well when i rented this dvd that it could very well be one of the worst movies i 've seen in my life . but to say that it was one of the worst movies i 've ever viewed would be putting it lightly . i 'm wondering if there is n't some legal action that can be taken against the individuals that allowed this film to produced . i mean , the financing had to come from somewhere , someone had to put up money for this to be produced!!??<br /><br />i'd pinpoint several production values	
1	this movie was very funny with just a bit of gore . it is about two grave robber that are going about business as usual when they discover that there is a different clientèle they can serve . this changes the direction of the corpses they collect . the movie is told by the younger of the two as he is explaining the business to a priest before he is sent to be beheaded . his partner had already been beheaded . the priest is required to take down the last confession and it takes the form of a story	
1	quite a production from the director telling the story of the qin emperor 's ambitious plan to unite all kingdoms of china . some great characters , sets , costumes and scenes . however , i was not blown away by the film in terms of the actors ability ( which was good i enjoyed the marquis the most ) or its look ( although the massing of troops was extremely impressive , if it was real man that is a lot of extras!).<br /><br />i have seen li gong in other movies and she is always great . good	
0	this might sound weird , but i only got to see the first movie ( the emperor 's new groove , yaddayadda ) a week ago and only because of one episode of the tv show . i simply adore kuzco 's character , but kronk is n't that bad either . anyway , eventually i decided to watch the second film , just so i would 've seen it . hoped it would be as good as the first one , but ... i 'm sorry to tell this , but the more the humour got american , the	
1	"there are too many people on this board who have obviously missed the subtle wit of this series . < br /><br />this show is great because it 's a hilarious parody of itself . guys who are self - proclaimed studs are given a fair chance to convince us of their seduction abilities until they "" hit the field "" just to expose their complete lack of "" game "" on national tv  it 's absolutely hilarious and the guys who are actually skilled are extremely compelling to watch as they effortlessly seduce the pretentious women that frequent"	
0	"soultaker was written by and starred vivian schilling . it also starred joe estevez , gregg thomsen , and robert d'zar as the angel of death.<br /><br />the story begins with introduction to soultaker , played by joe estevez . we quickly learn what soultaker 's role will be in this movie.<br /><br />next the college aged young people are getting ready for a summer festival , aptly named "" summerfest "" . in this film , the battle of the classes is omni - present throughout the film . the girls come from a wealthy class , and the"	
0	"i like kevin bacon and cathy moriarty , and i love mary stuart masterson , but the movie was n't good at all . there was n't a likable character in the picture , and the plot was nearly non - existent.<br /><br />ms . masterson is a great actress , but she just did n't pull off the "" tough girl "" character . ( she had similar problems with her character in the second day of christmas . ) perhaps she should avoid these characters , especially those with an obnoxious female child to play off of.<br /><br"	
1	i am a christian , and thought this movie was pretty good ! :) while the acting was n't academy award caliber , i thought it was good , considering the cast has had limited acting experience at the time this movie was made.<br /><br />the gospel message and the transforming power of jesus christ was explained wonderfully . the message that the director was trying to get across ( which is the important thing , not how the characters dressed ! ) definitely got through . the theme of having the main characters involved in illegal drag racing was	
1	if it was n't meant to be a comedy , the filmmakers sure goofed . if they intended for it to be a comedy , they hit the mark . our critic says homegrown is a wonderful film filled with family values and community spirit , recommends it for all audiences , and says that he really liked jamie lee curtis 's performance . it deserves a theatrical re - release .	
1	the late director john frankenheimer directed his first feature film , the young stranger , after starting out directing live television dramas in new york city . this film came on the heels of the success of rebel without a cause in 1955 . james macarthur made his feature film debut as a troubled teen with a movie producer father , played by james daly , who does n't establish enough of a relationship with his son . kim hunter plays the mother , who tries to bridge the gap between her husband and her son . the film uses	
0	camp blood is an absolutely atrocious slasher film . we 're mixing friday the 13th with the blair witch project and adding .... a killer in a clown mask.<br /><br />the budget for this film must have been very low , some of the actors played multiple parts and the camera used produced a picture equal to the colourised version of the original night of the living dead , which if anybody has watched that version will back me up that it is poor.<br /><br />this film was just so bad . there is nothing in the film even worth	
0	underwoods goofy story about a young man(arquette ) who convinces his friends that they should kidnap frank sinatra jr. ( nicholas ) . the film is written ridiculously , direction is odd , dialogues are out of place and scrambled , the actors did n't do it much justice either , arquette is annoying throughout , ian nicholas was nonexistent , macy was decent , but only because he s a pretty good actor and probably just tried his best not to come out of this project with a totally embarrassing performance , he was at least tolerable . this	
1	"bobby and mikey are two little boys who move across the country with their divorced mother to start a new life . soon after the family settles in , their mom marries "" the king "" who ends up being an abusive stepfather , especially to bobby . so bobby decides that he will "" fly away "" from the abuse in his birthday present.<br /><br />this movie was difficult to watch , especially the abuse scenes . it was hard to watch an innocent , playful little boy become abused and turn into a sullen scared , and withdrawn"	
1	only connery could bring that particular style with a line like that fatima crashes into bond 's arms when she water - skis up to the super agent in nassau and apologizes , ' oh , how reckless of me . i made you all wet . ' the super agent replies , ' yes , but my martini is still dry.'<br /><br />barbara carrera makes a great villain , stealing the show as spectre executioner fatima blush fatima is number 12 in the spectre chain of command , and is a gorgeous assassin who takes intense sensations of pleasure	
1	hello all ! i went to this movie without any expectation though i knew maniratnam would 've given an excellent film ! i was stunned ! ! the backdrop is the struggle between the tamils settled in sri lanka and the government . the story is about how an young girl amudha who lives with her foster parents at chennai , india leaves to sri lanka in search of her real mother . the high points of the film are the performances of every actor and actress and ofcourse , the cinematography , editing and all other technical details .	
1	everyone who worked on this film did an amazing job . this is honestly one of the best lesbian films i 've seen in a long time . the acting , writing , cinematography , music , visuals , everything was top notch . as an avid fan of the genre ( both lesbian films and gymnastics ) , i was so unbelievably pleased by this film . it truly gave me so much more than i expected across the board . hearing the q&a with the cast and crew was great , the lead actress has so much positive	
1	"i think that gost'ya iz buduschego is one of the best russians minis for teens . i think i were near 6 - 8 parts of the movie . "" one boy form 6th grade found a time machine in the old house where nobody lived . and he goes to the 21st century , just 100 years in future . in future he meat pirates , they tried to steal a "" milafon "" - machine to read minds and a story started ... "" soundtrack for that movie was very popular in soviet union . everybody loved that"	
1	"do n't listen to most of these people . ill give you a better review of this movie which me and my friend love ! its about jill johnson , played by camilla belle , who babysits at the mendrakis ' house and someone breaks in . if you 're wondering how he got in the house , he went through the garage most likely . so anyway , do n't listen to , "" the worst acting "" . it has amazing acting . with a great story . i think that there are 2 benefits that jill has"	
1	a huge cast gathered for this remake which sadly was a box office failure notwithstanding a great sound track . i ca n't say it was riveting entertainment , nor a cure for insomnia . nevertheless i enjoyed the film - it provided the escape i was after one afternoon . a good look for those of us looking for the ideal life , albeit a fantasy . expect some corny moments , few thrills , and an occasional laugh .	
0	i 'm guessing that the movie was based on a hefty book . given the number of characters and subplots during katyn , i thought that the movie creators , perhaps the writer or director , intended to create an epic movie . but really there was n't enough time to properly spend on developing characters or story . aggravatingly , there were many unrelated side - stories that could have been edited out.<br /><br />in relating the events leading up to the mass - murder of all these intellectuals and officers , i do n't think the movie explained	
0	"there are no spoilers for this film as nothing could be written that could make it any worse ! the dictionary definition of "" puerile "" should now read : "" sex lives of the potato men "" ! unless , that is , you like dog poo and mucous ; in which case - this is the film to see ! johnny vegas et all - what were you thinking !"	
1	i have the good common logical sense to know that oil can not last forever and i am acutely aware of how much of my life in the suburbs revolves around petrochemical products . i 've been an avid consumer of new technology and i keep running out of space on powerboards - so i know that even the energy crunch associated with peak oil will change my life appreciably.<br /><br />the end of suburbia shows , in a rational and entertaining manner , just how much my whole family 's lifestyle will have to change in my lifetime .	
0	this movie is watchable , but nothing special . four girls on a road trip to vegas foolishly decide to pick up a hitchhiker ( because he is cute ) . they all end up staying the night at a motel in the middle of nowhere , and the hitchhiker 's psychotic issues with women become apparent.<br /><br />the characters are clichés -- there is a married , responsible woman ; a slutty party girl ; an unsure bride - to - be ; and a man - hater who just got dumped . the hitchhiker is genuinely nice until	
0	"for those of you who do n't remember movies -- http://www.imdb.com/title/tt0080120/ -- this came out in ' 79 ( i guess enough time has gone by so naturally nunzio figured he could just redo this and say he wrote it - yea , right ! ) .<br /><br />the acting in this is way overboard - the "" tough guys "" walk around with their shoulders hunched forward to give the impression they are bigger than they really are , also the "" hero ' seems to have a passion for snorting , and rolling his eyes in a bug"	
1	faqrscape is truly one of those shows that just has it all , great acting , great cast , great writing , sets , chemistry , muppets ... it 's got it all and then some , except a home . this fantastic series it 's seem has it all except and ending . tptb seem to think this is a series that is consecutive single set shows , when anyone who watches know this is an ongoing , one epic , love story , that has an end that must been seen . if you have never watched farscape	
0	a party - hardy frat boy 's sister is brutally murdered by a street gang , sending the young man into a sudden psychotic rampage . he and his buddies massacre half the city to bring his sister back to life.<br /><br />savage streets was released a year after this film , and was more entertaining . linnea quigley , who has a costarring role in this film as the sexy ( and briefly nude ) girlfriend of one of the guys , also starred in savage streets.<br /><br />this film is subpar , though it delivers enough escapist entertainment	
1	two years after the success of ' airplane ' , jim abrahams and jerry & david zucker created this brilliant sitcom starring the great leslie nielsen as plain clothed detective ' frank drebin ' . also in the cast was alan north as ' captain ed hocken ' , ed williams as ' ted olsen ' and william duell as ' johnny the shoe shine boy ' . ' police squad ! ' featured unashamedly corny jokes and clever visual gags playing in the background . each episode would conclude with a mock freeze frame in which the characters in	
0	i really hoped for the best with this one , but it just did n't happen . financed at a very non - dutch manner and still looking great , with a style and pace that 's very much like hollywood . what i do n't understand is how - with all these great benefits- the director , writer , producer still managed to make this film a completely horrible picture to watch . filled with bad jokes , cheap nudity and actors that just ca n't really talk [ act ] in the english language . kudo 's for	
1	"i am trying to find somewhere to purchase a dvd / vhs copy of the movie "" is n't it shocking ? "" i was 7 years old when i saw this movie and i lived in the town where it was filmed . a couple of items from my family were used in the movie as props and a couple of my friend 's homes were used in a couple of the scenes . the filming pretty well took place in the town and surrounding community . i have only seen the film once originally and i would like"	
1	unlike some movies which you can wonder around and do other things , this movie kept me in front of the screen for the entire two hours . i loved every minute of it.<br /><br />however , i have to say that the story is not very believable . especially when the foreigner was expelled by the government , and then later on , actually sent a package to the guy who helped him . xiao liu is a very good actor , he shows his emotions , and he shows his silliness , and his love toward that girl	
1	a boy who adores maurice richard of the montreal canadiens receives , much to his horror , a toronto maple leafs sweater in the mail . i recently watched this in a class in which few of the students were interested in hockey , but nearly everyone knew about maurice richard and the toronto / montreal rivalry . highly entertaining , amusing , and accurate .	
0	.... you get this stupid excuse of a child 's play rip - off ! man , what were they thinking ? first they mess with a rumpelstiltskin horror movie then they make crap like this . fariy tale haters ! well to be honest , i 've seen this as a kid , and it scared me a bit a lot , simply because i was under aged with the assumption that pinocchio would n't do that , wah wah wah . but i 've grown and come to think of this as child 's play rip , a	
1	i love dogs , and the most interesting character in this movie is a golden retriever . he is smarter , better looking and more interesting than any of the human characters . like many other contributors i have not read the book but i doubt that having done so would change my opinion of the movie . it is predictable from the first five minutes on . no surprises . mad scientists create a monster that gets loose and a teen age boy and his wonder dog collaborate to destroy it . all in all the movie is a	
0	just seen which way to the front ? on tcm ( uk ) it is a truly awful film . if i 'd paid at the pictures i 'd have walked out.<br /><br />a terrible mess of a film . byers ( lewis ) and his mates prance around in cast off uniforms from an italian sci - fi movie of 1960 's . were the cnd / peace symbol badges on the uniforms meant to be ironic ? the sets were pure 1970 , i 'm sure a hollywood tv back - lot could have provided a more realistic	
0	i respect mike hodges , and liked get carter immensely for it 's bleak outlook , but the croupier just seems like a particularly dull itv drama.<br /><br />the reserved , cold acting is n't just the preserve of the lead character , it 's spread to the entire cast , meaning there is nothing to contrast owen 's character with.<br /><br />none of the characters evoke any kind of feelings at all , except boredom . the ending of the film is also untidy at best.<br /><br / > the camera work etc is fairly good , but if	
1	when the long running ' happy ever after ' came to an end , its characters- ' terry & june fletcher ' were revived for the longer running and more popular sequel- ' terry & june ' , although their surnames were changed from fletcher to medford.<br /><br />terry has received a new job and as a result , he and june move to purley where they end up in all manner of scrapes- unwanted guests dropping by to visit at an inconvenient moment , the boss inviting himself to dinner and terry trying to chance his arm at d.i.y	
1	"this definitely the most tension filled x - files episode of the first season . this episode is what i think of when i hear "" x - files "" . the plot is simple but exiting . our main cast plus a few scientist go to investigate an alskan outpost in which it 's research team appears to have killed each other . it turns out a small parasite that got dug up from the ice , had infected the research team . the parasite attaches itself to the brain and causes paranoia and insanity . soon none can"	
1	29 sept 1990 marked a small but important milestone in my appreciation of horror flicks . this was the date that bbc1 broadcast ( for the only time i 'm aware of ) jeff lieberman 's super - creepy 1981 shocker just before dawn , and it made a huge impression on me . nearly twenty years later , i 'm delighted to report that i 've finally got my hands on the two - disc shriek show / media blasters special edition , and it 's just as eerie and unsettling as i remember it , if not more	
0	probably one of the worst movies ever made , i 'm still trying to figure if it was meant to be fun , but for sure i had no fun at all . maybe the movie lost something during the english - italian translation , dunno , for sure i miss the guts to watch it again in original version.<br /><br />my rate for it 2/10 , and i feel like i 'm being pretty generous ( let 's say 1 point is for liv cause she 's a nice babe , and the other point is for those decent	
1	wow , what a wonderful film - making ! mr. i m has done it , again!<br /><br />his last work , chunhayang ( 2000 ) was a great film , but this one is even greater . selected as an official feature film in the canne festival for the second time in a two - year row , this 66 years old director is getting better and better at what he is making of with a korean culture.<br /><br />simply , chihwaseon is about a great korean painter , ' ( ohwon ) jang , seung - up '	
0	"i found this an awfully disappointing experience ! but i have appended a better option of similar style at the foot of this entry.<br /><br />this "" felicia 's journey "" is intriguing . it has drama . but it is full of stereo - types ! < br /><br />so it only serves judgemental temperaments without concern for truer justice & fairness & truth , beyond black ' n ' white judgements that fit 30-second ads of "" news "" that dot our multimedia experiences everyday , especially news bulletins , true or misleading in such depictions ! <"	
0	when i think about tv movies , i always think of this film , i have watched it a few times on sky movies , it was terrible.<br /><br />its been a long time , since i have seen this film , was just browsing , and came across it on here : -s.<br /><br />a microbiologist ( linda flemming ) , goes on holiday , with her son ( william flemming ) , at this holiday resort kinda place , they meet up with paul johnson ( taxi driver / owns a bar ? ) , and kathy johnson.<br	
0	it 's exactly what the title tells you ... an island inhabited by fishmen . shipwrecked doctor claudio cassinelli and crew land on the island , they 're either picked off by the fishmen or roped into working for treasure hunting lunatic richard johnson . cassinelli discovers that johnson , who believes he 's found the lost city of atlantis , has been keeping disgraced scientist joseph cotten and his daughter barbara bach hostage for 15 years so the fishmen can uncover a treasure trove beneath the sea . cotten , of course , is a complete madman . bach	
0	i am pretty surprised to see that this movie earned even lukewarm reviews , i found this movie downright awful . the plot flounders around trying to decide if it is a comedy or a thriller , then realizes it can not achieve either . so it throws in the towel and continues with its absurd plot highlighted with a unintentional hilarious scene with laura linney , an injection , and spilled coffee that leaves the audience awkwardly squirming in their seats looking at one another like is this for real ? basically it is abysmal and really disappointing for	
0	yes , i admire the independent spirit of it all , but it 's like road trip with a bad cast and no budget.<br /><br />i chuckle when i watch american comedies , i do n't laugh . this movie made me laugh , but only because of the abundantly obvious attempts to simulate high - budget american high school / pot - flicks.<br /><br />if you want good independent american comedy with pot - references , go watch kevin smith or richard linklater flicks or something . do n't waste your time on this piece of sh't movie.<br /><br	
0	"after a very scary , crude opening which gives you that creepy "" chainsaw massacre ""- feeling , everything falls apart.<br /><br />spoiler alert : as soon as the two fbi - officers start jabbing , you know they are the real killers . anyone who have seen enough of these "" fooled - ya ""- movies can figure this out.<br /><br />this movie is mader with one thing in mind : to depict brutal murders . why , then , is not the little girl tortured and murdered as well ? will this be next for us movie -"	
0	"i would hate to have anyone watch this "" inspired by a true story "" movie and draw any conclusions about the true event . few things they did get right were overshadowed by the things that were just not true . ed gein never dragged anyone behind a car , never met up with anyone at the graveyard and killed them , no proof he returned body parts to the graveyard . the things he did were awful enough , why try to make it worse ? < br /><br />this movie ranks among my 10 worst wastes of"	
1	"oz , was the first original television show that hbo put onto its channel ( in the 1 hour forma ) and it remains to this day the very best ... the story is simple ... oz is a surreal look into the lives of high maximum security prisoners at oswald , primarily focusing on "" em city . "" now there are many things to compliment this show on from the writing ( which in my opinion was the best on television when this show aired ) , directing ( top notch ) , acting ( best of the"	
0	"after his career as a romantic leading man ended in the late 1960s , rock hudson starred in lots of different projects , including tv shows and lesser films . however , i believe that "" embryo "" is his only turn as a mad scientist , and that 's probably a good thing . i guess he needed the work.<br /><br />driving along one dark and stormy night , brilliant dr. paul holliston ( hudson ) hits and injures a doberman , which he brings back to his lab ( that looks somewhat like a dank midwestern basement )"	
1	< -----minor spoilers!-----><br /><br />a woman gets pregnant , but not by her husband . she develops ' something ' inside her , or at least that s what her husband thinks . they go through a lot of hard times , while she is on the brink of a nervous breakdown . the husband contacts an ufo professor , and with his help they try to find out what is wrong with her.<br /><br /><-----minor spoilers!----><br /><br />the story could have been a bit better , or at least be made less predictable , but the movie is catchy	
1	aparna sen 's 15 park avenue is a film about nature of reality . < br /><br />a young delusional girl , prone to imagining things and hearing voices , possibly out of sheer boredom , is taken to be schizophrenic by her educated father and control - freak educated elder step - sister . controlled , pitied and treated like an invalid ( even if out of love and affection ) , she has ghost of a chance to develop as a normal person . when a boy offers to marry her , her father and step - sister	
0	"he seems to be a control freak . i have heard him comment on "" losing control of the show "" and tell another guest who brought live animals that he had one rule-""no snakes . "" he needs to hire a comedy writer because his jokes are lame . the only reason i watch him is because he some some great guests and bands . < br /><br />i watched the craig ferguson show for a while but his show is even worse . he likes to bull sh * * to burn time . i do n't think"	
1	i have seen this show when i was younger . it is a really good show to watch . it is very educational for children 1 to 8 years old . barney is definitely super de duper . b.j. is pretty funny . babie bop is very cute . the kids are very cool too . this show is about learning about numbers kinda like sesame street but different type of show and characters like barney the purple dinosaur , b.j. the yellow dinosaur with a baseball hat on his head , and baby bop the cute green dinosaur with	
1	there are frames in this film that could be renoir paintings with vivid colors against muted backgrounds . the humorous combination of sexual honesty and innocence is refreshing in this fifties film and makes palatable the old story line of the ingenue that becomes a star . the can - can number at the end seems realistic and exciting but not over the top as in an american dance sequence .	
1	i loved this movie from beginning to end . i am a musician and i let drugs get in the way of my some of the things i used to love(skateboarding , drawing ) but my friends were always there for me . music was like my rehab , life support , and my drug . it changed my life . i can totally relate to this movie and i wish there was more i could say . this movie left me speechless to be honest . i just saw it on the ifc channel . i usually hate having	
0	"two years after this movie was made , "" the juror "" came out . do n't waste your time on this one . see "" the juror "" instead . "" the juror "" is essentially the same story as "" trial by jury , "" with better acting , better directing and a far more gripping aura about it . william hurt was not believable as a cop - gone - bad , and armand assante could n't be more unlike a mob boss if they had dressed him in a clown outfit . you did n't become"	
0	"as main "" character "" lillith silver likes to point out - "" you know f**k all about vampires "" . it is evident that this statement was aimed at the cast and crew , who create an exceedingly bad image of everyone 's favourite bloodsucking undead . according to the misguided director , vampires are all caked in white foundation and crammed into latex similar to a piece of meat in shrink wrap . with fangs resembling bannana 's and a bad case of asthma our main character lillith creates a slapstick caricature of the "" modern day """	
0	"so i give it one star for true quality , but i 'd give it an eight and a half for sheer enjoyability . an incredibly strange hybrid of sex comedy and vigilante thriller , "" young warriors "" is just the sort of bad movie you usually hope to find when poking around the video fringe , yet so rarely do . it starts off with about half an hour of wacky hi - jinx , sex jokes , and juvenile shenanigans ( including an olive in the martini joke that has to be seen not to be believed"	
0	after receiving a dvd of this with a sunday newspaper , i hoped that it was not the usual duff films that are given away because no one would ever buy them . i was wrong . sheens acting is on par with that of a ten year old in a school pantomime production and the same goes for the majority of the cast . neill is satisfactory , but plays a russian and is n't helped by his hybrid northern irish / new zealand accent , and nor are the rest of the kgb characters , all of whom	
1	enigma is a computer part which scrambles russian messages , so that america ca n't understand them . they can only be read by the intended recipient . the americans know that the russians are going to transmit a message revealing the plans of five political assassinations they want to carry out.<br /><br />so they send in former defector holbeck ( martin sheen ) to grab the scrambler and substitute a false part , so they 'll be able to decode the message , and block the assassination attempts.<br /><br />however , as we listen in on the americans heads	
1	sony pictures classics , i 'm looking at you ! sony 's got the rights to harry records -- you need to distribute the film and you 'll get radically increased sales of his back catalog ! anyhow , this is a great study of a fascinating musician , woefully underknown , full of great stories , greater music , and it could have been 3 hours longer and i 'd have loved it even more . saw it at the american cinemateque mods & rockers festival at the aero theatre in santa monica , where it played to a	
0	i am a big fan of deepa mehta 's work , especially fire and earth 1947 . unfortunately , this movie of hers lacks _ all _ that is needed for a good film.<br /><br />the movie attempts to showcase the plight of the widows in india in the early 20th century and the new wave of ideas of their rehabilitation around the same time . shown with a child widow as a central character , although the plot too banal from an indian standpoint , it could still have been a very powerful movie . alas ! the movie	
0	"what movie is this ? ? ? a horrible movie with the old boring concept of infidelity which has already been achieved by the "" bhatt camp "" . the movie starrs emraan hashmi , udita goswami and dino morea . the movie has "" no base "" . it just goes like this ... dino an udita are married and living in a rich mansion . however dino does n't like udita to the heart as he wants only her wealth . he loves someone else ( tara sharma ) . so he bribes emraan to have an affair"	
0	i normally would n't waste my time criticizing a useless movie such as this . however , i 'm off of work this week , so i have plenty of time to wallow in meaningless trivialities . to start , let me say that i frequently enjoy non - commercial , non - mainstream , non - american cinema . ( feel free to click on my user profile for a supporting filmography . ) that said , there are plenty of bad movies that are released in countries outside of the u.s. trust me , i 've been tortured	
0	first , i am a big fan of alien and alien ii - in my opinion both of these movies created and defined the si - fi horror genre as we know it today . i noticed lifeforce was often compared to the aliens saga - after viewing this movie i would highly disagree . there are some okay special effects with the alien vampires , and the story line might have been acceptable . i just ca n't get past a naked woman space vampire throughout the whole movie , this is absolutely absurd ( although she does look	
1	i watched this movie three times at different ages of my life and always did enjoy it very much indeed . this can - can is an authentic explosion of joie de vivre , like stanley donen and gene kelly musical , but in french way . and a jean renoir nice tribute to his time , his friends , lovers , music and dances . it is at same time a show business chronicle of that age , full of affection and french mood . it is too a clear tribute to the impressionism ( people who likes impressionistic	
1	' in the line of fire ' is one of those hollywood films that shows up on tv quite a bit , but although i 've seen it a few times , i usually end up sitting through the whole thing again . why ? - it 's good ! clint eastwood is great as usual , and the character he plays is interesting and more fleshed out than usual . the character , secret service agent frank horrigan , is haunted by the fact that he was on the detail that failed to protect president kennedy in dallas ,	
0	this movie was n't good . i thought it 'd be a cute disney movie just like the original . wrong . it was awkward for christina ricci , whom i expect so much more than this , you could just tell by watching . i think doug e. doug did the best he could . sit 5 year olds in front of the this , any older , and they might start to fall asleep .	
1	john wayne is one of the few players in film history to have failed at his first big break and then succeed on the second time around . of course everyone knows the second time was the classic stagecoach with john ford directing.<br /><br />but we 're here to talk about the big trail . john ford 's fellow director raoul walsh spotted this tall kid on the set of one of ford 's films and thought he had potential . he wanted to make him the lead in a big budget western that fox was planning to do .	
0	what is it about drug addiction that so draws first - time filmmakers to offer their own take on the subject ? this subject has been done to death . drug abuse is bad . we get it . drug addiction is painful to watch . we get that too . but the bleak subject matter does n't give the filmmaker license to make a sloppy film . every film need not be hitchcockian masterpiece of cinematic excellence , or use orson wellesian deep focus , but it 's still a narrative movie . verite does not mean pseudo -	
1	i 'm not a massive disney fan , but my 7 year old son is starting to get into them , so we 've built up quite a collection , and this is one of my favourites . we first saw this a couple of weeks ago and we must have see it half a dozen times since ! ok , as others have pointed out , not the most complex or inventive of plots , but there 's more to a film than that.<br /><br />great characters , phil harris stealing the show as thomas o'malley , but edgar	
1	"after going to sleep out of sheer loneliness , lestat wakes from a 100-year sleep to the sounds of a new music he wants to be a part of and the band "" the vampire lestat "" is born . his longing to end his loneliness and his "" living in the light "" attitude along with his music , anger his fellow vampires and awaken an evil that has been slumbering for thousands of years.<br /><br />this film is not for those looking for a true book - to - film adaptation . those who have read the books"	
1	five fingers of death : although previous shaw martial arts epics had shown the influence of the american cowboy genre , none had paid such open tribute to it as this one , especially in the saloon fight scene . and though shaw bros. films had borrowed from the japanese chambara ( swordfight ) genre before , none had done so with such success as this one . i suppose some of this had to do with the fact that the director originated from korea , and thus brought a non - chinese perspective to such borrowings , which certainly	
0	"ok , this simply is the worst movie ever made . period . horrible acting , sets and music . ok , everything sucks in this movie . i almost forgot ! the special effects are "" great "" also . so if you like bad movies , watch this , it can surely make you laugh ! !"	
1	this must be one of the funniest danish movies ever made . ulrich thomsen and thomas bo larsen are hilarious , as they drive across sweden . i do n't know how ulrich thomsen does it , but somehow he can manage to play insane in a very sane way . but if you do n't understand danish ( i am not referring to your pastry here ) do n't waste your time on this  i do n't think it would work with subtitles .	
1	this film is the most romantic in years . david duchovny is superb . he´ll make you cry , smile and dream . minnie driver and james belushi are very good too . but , david is astonish . don´t miss the opportunity to see this little film and fall in love with bob and grace . run , don´t walk !	
1	"as a long - time fan of studio ghibli and especially hayao miyazaki films , i went to the film right on the opening day . when i went out of the theater i had this strange feeling that something was missing , this "" magical "" feeling i was experiencing in all miyazaki films before , but i could n't say why it failed this time . after i thought about the other ghibli movies , i may know the reason : this film had most of the elements of a great miyazaki anime : cute characters , wonderful"	
0	i watched this movie with big expectations . the blurb on the back indicated that this was going to be a nasty one . but it was pretty tame and a little unsatisfying . the violence was nothing i have n't seen a thousand times before , the gore level was only average ( mind you there was probably more than what has been seen in hollywood in the last 5 years - perhaps more ) , and at no stage was i even feeling uneasy let along frightened . again a cat 3 movie with big wraps , has	
0	i thought i d check this film out as i 'm currently making a film about a mysterious box , therefore it would be great to see how this film took and developed the idea of a mysterious and unexpected box.<br /><br />before going to the cinema i had a high expectation of this film . with actresses , like cameron diaz you would expect the acting especially hers to be great . the acting was a sort of let down for the film , the characters accents changed throughout the film it made it unbelievable.<br /><br />the whole idea	
1	i thought that this was the most interesting film that jcvd has done in a very long time . i loved his character and the whole thing with the rabbit set a different tone for this film . imho , jcdv may really be on to something going forward . a little more light heartedness , some obvious homages to other films , mixed in with some great fights ... i would like to see more this style of film - making from him . one of the other posters thought that the bar scene was a desperado rip off	
0	"i am sure i 'm in the minority ( i know i am among my friends ) , but i found this movie long , boring and gratuitous . the fact that the role played by denis leary is the most likable character ( the only other time i liked him at all was in "" a bug 's life "" ! ) speaks volumes . rene russo 's character was irritating beyond belief and thomas crowne himself was flat and stereotypical . to say he was two - dimensional may be a little generous . ( no , the"	
1	i was pleasantly surprised by how good the movie was . whether you 're a gore fan or a suspense fan ; you 'll love this . i used to dislike horror movies , considered them stupid . but , anyway , it happens i make exceptions . i find something really extraordinary in this film . rarely have i ever seen a film that has scared the crap out of me but i tell you the truth this film gave me shivers down my neck . unlike most horror films this one cares about the development of the characters	
